Number of declaration,Gender,Year,First name
8.0,M,2016,Joël
47.0,F,2010,Anouk
5.0,M,2020,Dante
6.0,F,2005,Lindsay
13.0,F,2021,Emilie
26.0,F,2016,Eléonore
26.0,M,2013,Imran
129.0,F,2006,Nina
28.0,M,2018,Haroun
13.0,M,2018,Neil
11.0,F,2016,Joyce
88.0,M,2010,Augustin
5.0,M,2020,Jérémy
120.0,F,2005,Lisa
13.0,F,2021,Zahra
16.0,M,2016,Elliott
16.0,M,2013,Jonathan
27.0,F,2006,Ninon
10.0,F,2018,Haya
25.0,M,2018,Noham
12.0,M,2016,Kamil
12.0,F,2010,Augustine
5.0,M,2020,Jude
36.0,F,2005,Lise
13.0,M,2021,Éloi
13.0,M,2016,Fares
9.0,F,2013,June
16.0,F,2006,Nora
23.0,M,2018,Hippolyte
42.0,F,2018,Nora
16.0,F,2016,Kenza
15.0,F,2010,Cassandra
5.0,M,2020,Mohamed-Lamine
6.0,F,2005,Loan
12.0,M,2021,Elijah
11.0,F,2016,Fleur
6.0,F,2013,Kahina
10.0,F,2006,Olga
8.0,F,2018,Isabelle
5.0,M,2018,Pacôme
8.0,F,2016,Laetitia
5.0,F,2010,Celia
5.0,M,2020,Zack
32.0,M,2005,Lorenzo
12.0,M,2021,Julian
5.0,M,2016,Francis
11.0,F,2013,Lahna
112.0,F,2006,Pauline
7.0,M,2018,Ishaq
48.0,F,2018,Pauline
6.0,F,2016,Layane
7.0,M,2010,Célian
5.0,F,2020,Asmaa
29.0,F,2005,Louna
11.0,M,2021,Alix
42.0,M,2016,Georges
6.0,F,2013,Leonor
7.0,M,2006,Pierre-Antoine
9.0,F,2018,Ivy
261.0,M,2018,Raphaël
7.0,M,2016,Lior
8.0,F,2010,Clélia
5.0,F,2020,Beya
17.0,F,2005,Ludivine
11.0,M,2021,Dimitri
30.0,F,2016,Hannah
8.0,F,2013,Lucy
44.0,M,2006,Robin
42.0,M,2018,James
124.0,F,2018,Romy
8.0,F,2016,Liora
7.0,F,2010,Daphnée
5.0,F,2020,Bonnie
19.0,F,2005,Maïlys
11.0,M,2021,Leandro
5.0,M,2016,Hassan
14.0,F,2013,Lydia
10.0,M,2006,Ronan
74.0,M,2018,Jean
5.0,F,2018,Rosie
6.0,F,2016,Loane
19.0,M,2010,Dorian
5.0,F,2020,Félicie
36.0,M,2005,Marc
11.0,M,2021,Mayeul
9.0,M,2016,Henry
5.0,F,2013,Maëlyne
12.0,M,2006,Sam
10.0,M,2018,Jérémy
10.0,F,2018,Rym
5.0,M,2016,Makan
29.0,M,2010,Dylan
5.0,F,2020,Hanae
20.0,M,2005,Marin
10.0,M,2021,Niels
6.0,M,2016,Hillel
94.0,M,2013,Martin
7.0,M,2006,Samba
8.0,F,2018,Joey
7.0,F,2018,Saja
7.0,M,2016,Mark
42.0,F,2010,Eden
5.0,F,2020,Nell
16.0,F,2005,Melissa
9.0,M,2021,Demba
71.0,M,2016,Ibrahim
28.0,F,2013,Maryam
10.0,F,2006,Sana
5.0,M,2018,Johann
18.0,M,2018,Salim
5.0,M,2016,Marvin
42.0,M,2010,Edouard
5.0,F,2020,Orlane
6.0,M,2005,Melvil
8.0,M,2021,Zakarya
14.0,F,2016,Imane
9.0,F,2013,Melina
6.0,F,2006,Sandra
7.0,F,2018,Kadidja
10.0,F,2018,Sana
13.0,F,2016,Marwa
7.0,F,2010,Éloïse
5.0,F,2020,Ramatoulaye
6.0,M,2005,Morgan
7.0,F,2021,Frida
8.0,F,2016,Imany
6.0,F,2013,Meriam
9.0,M,2006,Siméon
15.0,F,2018,Lahna
10.0,F,2018,Shana
20.0,M,2016,Mathys
12.0,F,2010,Estelle
5.0,F,2020,Rokia
54.0,F,2005,Myriam
7.0,F,2021,Héléna
177.0,F,2016,Jeanne
8.0,M,2013,Mohamed-Amine
6.0,F,2006,Sira
5.0,F,2018,Laïa
5.0,F,2018,Sidonie
6.0,F,2016,Maud
19.0,M,2010,Etienne
5.0,F,2020,Sia
7.0,F,2005,Natalia
7.0,M,2021,Dali
5.0,F,2016,Johanna
28.0,M,2013,Naïm
9.0,F,2006,Soline
30.0,F,2018,Lana
5.0,M,2018,Stefan
6.0,F,2016,Maxime
30.0,F,2010,Eugénie
152.0,M,2021,Lucas
140.0,M,2005,Nicolas
7.0,M,2021,Hillel
8.0,M,2016,Jonah
9.0,M,2013,Niels
14.0,M,2006,Stéphane
25.0,M,2018,Léandre
87.0,F,2018,Suzanne
5.0,M,2016,Meyron
10.0,M,2010,Filip
125.0,F,2021,Romy
77.0,F,2005,Océane
7.0,M,2021,Louka
19.0,M,2016,Kylian
36.0,F,2013,Noa
7.0,F,2006,Taïna
41.0,M,2018,Lenny
27.0,M,2018,Théophile
14.0,F,2016,Miya
7.0,M,2010,Haïm
115.0,F,2021,Lina
7.0,F,2005,Pia
7.0,M,2021,Mael
13.0,M,2016,Lassana
5.0,F,2013,Noélie
14.0,F,2006,Tessa
39.0,F,2018,Lila
16.0,M,2018,Thibault
62.0,M,2016,Noam
6.0,F,2010,Héléna
104.0,M,2021,Ismaël
135.0,M,2005,Pierre
7.0,M,2021,Tobias
24.0,M,2011,Virgile
12.0,F,2016,Léane
13.0,F,2013,Olympe
7.0,F,2006,Tina
50.0,F,2018,Liv
5.0,M,2018,Tony
27.0,F,2016,Océane
5.0,F,2010,Hermine
100.0,M,2021,Auguste
5.0,F,2005,Rym
6.0,F,2021,Auriane
7.0,M,2011,Warren
85.0,F,2016,Léna
16.0,M,2013,Philippe
19.0,M,2006,Walid
23.0,F,2018,Livia
11.0,F,2018,Wendy
5.0,F,2016,Romie
40.0,M,2010,Ilyes
60.0,M,2021,Ilyan
25.0,F,2005,Salma
6.0,F,2021,Cléophée
9.0,F,2011,Yael
43.0,F,2016,Lila
8.0,M,2013,Raoul
13.0,M,2006,Yoan
9.0,F,2018,Lucia
7.0,M,2018,Yanni
8.0,F,2016,Sadio
13.0,M,2010,Ilyès
59.0,M,2021,Thomas
6.0,F,2005,Satine
6.0,F,2021,Éléna
5.0,M,2011,Zakary
129.0,F,2016,Lina
112.0,F,2013,Rose
24.0,M,2006,Zakaria
8.0,M,2018,Malek
6.0,M,2018,Yusuf
24.0,M,2016,Souleymane
36.0,F,2010,Inaya
49.0,M,2021,Solal
5.0,F,2005,Solveig
6.0,F,2021,Max
52.0,M,2012,Abel
42.0,F,2016,Lola
5.0,M,2013,Saad
12.0,F,2007,Adélaïde
30.0,M,2018,Marcus
213.0,M,2019,Mohamed
6.0,M,2016,Swan
13.0,F,2010,Irène
44.0,F,2021,Hannah
17.0,F,2005,Sonia
6.0,F,2021,Shirel
22.0,M,2012,Aboubacar
92.0,F,2016,Lucie
7.0,F,2013,Safa
8.0,F,2007,Aïda
13.0,F,2018,Marguerite
174.0,M,2019,Isaac
114.0,F,2016,Victoria
11.0,M,2010,Ismaïl
41.0,F,2021,Fatima
57.0,M,2005,Timothée
6.0,M,2021,Giorgio
7.0,M,2012,Alassane
14.0,M,2016,Lyam
10.0,M,2013,Salim
5.0,F,2007,Aimée
6.0,M,2018,Marwan
132.0,F,2019,Léa
9.0,F,2016,Wendy
5.0,F,2010,Ivana
40.0,F,2021,Lisa
7.0,F,2005,Tina
6.0,M,2021,Prince
24.0,M,2012,Alban
72.0,M,2016,Marius
64.0,F,2013,Salomé
5.0,M,2007,Akram
15.0,M,2018,Mateo
125.0,F,2019,Jade
7.0,M,2016,Yani
9.0,M,2010,Jalil
37.0,F,2021,Alya
6.0,M,2005,Youri
6.0,M,2021,Yassin
12.0,F,2012,Amy
9.0,M,2016,Marley
9.0,F,2013,Séléna
5.0,M,2007,Alon
9.0,M,2018,Melvil
74.0,F,2019,Nour
6.0,M,2016,Yassin
5.0,M,2010,Jeremy
34.0,M,2021,Émile
12.0,M,2006,Alessandro
5.0,F,2021,India
6.0,F,2012,Angelina
5.0,F,2016,Marylou
6.0,M,2013,Sohan
19.0,F,2007,Ana
9.0,M,2018,Mickaël
65.0,M,2019,Jean
7.0,F,2016,Zohra
7.0,M,2010,Joaquim
27.0,M,2021,Lazare
7.0,F,2006,Alizée
5.0,F,2021,Kendra
6.0,M,2012,Auxence
8.0,M,2016,Mattéo
24.0,M,2013,Stanislas
24.0,M,2007,Andrea
8.0,M,2018,Morgan
55.0,M,2019,Youssef
5.0,M,2017,Abdel
5.0,M,2010,Johann
27.0,M,2021,Rafael
9.0,M,2006,Alpha
5.0,F,2021,Octavia
7.0,M,2012,Bakary
5.0,F,2016,Meryem
12.0,F,2013,Talia
5.0,F,2007,Antoinette
12.0,F,2018,Nélya
45.0,F,2019,Noémie
23.0,M,2017,Abdoulaye
6.0,F,2010,Johanna
24.0,F,2021,Esther
19.0,F,2006,Anastasia
5.0,F,2021,Rivka
6.0,F,2012,Binta
9.0,M,2016,Morgan
8.0,F,2013,Tania
69.0,F,2007,Apolline
7.0,F,2018,Nine
40.0,M,2019,Elio
7.0,F,2017,Abigaëlle
15.0,F,2010,Laure
24.0,M,2021,Ruben
10.0,M,2004,Ilyès
5.0,F,2021,Zoë
6.0,M,2012,Chahine
140.0,M,2016,Noah
10.0,F,2013,Tasnim
13.0,M,2007,Arnaud
29.0,M,2018,Noa
39.0,F,2019,Lola
125.0,F,2017,Adèle
42.0,F,2010,Lilia
23.0,F,2021,Lison
15.0,F,2004,Isabelle
5.0,M,2021,Aliou
12.0,F,2012,Chaïma
8.0,F,2016,Nola
80.0,M,2013,Théo
19.0,M,2007,Balthazar
35.0,F,2018,Noémie
37.0,M,2019,Kaïs
7.0,F,2017,Adeline
7.0,F,2010,Liliane
23.0,M,2021,Edouard
71.0,M,2004,Jean
5.0,M,2021,Étienne
18.0,F,2012,Coline
10.0,M,2016,Orso
39.0,M,2013,Tom
26.0,M,2007,Bilal
13.0,M,2018,Paolo
33.0,F,2019,Ines
86.0,F,2017,Anaïs
58.0,F,2010,Lily
21.0,F,2021,Amélia
6.0,F,2004,Léana
5.0,M,2021,Gianni
12.0,F,2012,Dahlia
20.0,M,2016,Oumar
41.0,F,2013,Valentina
5.0,M,2007,Célian
8.0,M,2018,Prince
30.0,M,2019,Aksel
8.0,M,2017,Andréa
14.0,M,2010,Loan
21.0,M,2021,Ilyas
5.0,M,2004,Léo-Paul
5.0,M,2021,Junayd
5.0,M,2012,Danyl
6.0,F,2016,Rahma
6.0,F,2013,Wendy
6.0,F,2007,Claudia
21.0,M,2018,Rayane
29.0,F,2019,Ysée
9.0,F,2017,Angelina
335.0,F,2010,Louise
20.0,F,2021,Adélaïde
21.0,M,2004,Liam
5.0,M,2021,Walid
35.0,M,2012,Djibril
5.0,M,2016,Robert
13.0,F,2013,Zahra
8.0,M,2007,Dany
14.0,F,2018,Rosa
5.0,M,2004,Abraham
28.0,M,2019,Luca
76.0,M,2017,Auguste
65.0,M,2010,Maël
19.0,M,2021,Amaury
16.0,F,2004,Lily
8.0,M,2006,Andréa
27.0,M,2012,Dylan
6.0,F,2016,Shaïna
90.0,M,2014,Aaron
36.0,F,2007,Daphné
18.0,M,2018,Ryan
5.0,M,2004,Adan
24.0,M,2019,Marcus
19.0,M,2017,Aurèle
25.0,F,2010,Maëlle
19.0,M,2021,Souleymane
13.0,F,2004,Lison
5.0,M,2006,Angelo
52.0,F,2012,Eden
37.0,F,2016,Sophie
344.0,M,2014,Adam
45.0,F,2007,Eléonore
10.0,F,2018,Selena
149.0,M,2004,Alexis
24.0,F,2019,Ilyana
27.0,M,2017,Charlie
5.0,F,2010,Mama
18.0,F,2021,Anastasia
10.0,M,2004,Logan
5.0,F,2006,Anita
8.0,M,2012,Eduardo
7.0,M,2016,Tidiane
99.0,M,2014,Adrien
10.0,F,2007,Élise
24.0,F,2018,Sibylle
10.0,F,2004,Alia
23.0,F,2019,Louison
5.0,F,2017,Cloé
20.0,M,2010,Marceau
17.0,M,2021,Lorenzo
15.0,F,2004,Louisa
115.0,F,2006,Anna
11.0,F,2012,Eléna
9.0,M,2016,Tim
17.0,M,2014,Alexander
25.0,M,2007,Elliot
54.0,M,2018,Solal
193.0,F,2004,Alice
21.0,F,2019,Jasmine
8.0,F,2017,Dalia
11.0,M,2010,Marcel
14.0,F,2021,Bérénice
206.0,F,2004,Louise
59.0,F,2006,Apolline
71.0,F,2012,Elise
19.0,F,2016,Valentina
9.0,M,2014,Aloïs
6.0,F,2007,Emilia
12.0,F,2018,Syrine
12.0,M,2004,Ange
20.0,F,2019,Céline
6.0,M,2017,Damien
17.0,F,2010,Marianne
14.0,F,2021,Julie
8.0,M,2004,Louison
19.0,F,2006,Assia
16.0,M,2012,Elyas
6.0,M,2016,Yacouba
5.0,F,2014,Alyah
7.0,M,2007,Emilio
8.0,M,2018,Zayd
30.0,F,2004,Angèle
19.0,F,2019,Maïmouna
12.0,M,2017,Dan
5.0,F,2010,Marthe
14.0,M,2021,Iyad
5.0,F,2004,Maayane
7.0,F,2006,Aurélia
12.0,F,2012,Emilia
8.0,F,2016,Yaëlle
27.0,M,2014,Anatole
38.0,M,2007,Erwan
271.0,M,2019,Louis
5.0,F,2004,Anne-Sophie
18.0,F,2019,Maïa
7.0,M,2017,Dorian
20.0,M,2010,Maximilien
13.0,M,2021,Cheick
28.0,F,2004,Madeleine
54.0,M,2006,Aurélien
25.0,M,2012,Erwan
7.0,M,2016,Yahya
5.0,F,2014,Ange
5.0,M,2007,Erwann
133.0,M,2019,Oscar
7.0,M,2004,Ari
17.0,F,2019,Cassandre
6.0,M,2017,Eliakim
10.0,F,2010,Melina
13.0,M,2021,Melchior
42.0,F,2004,Maëlle
45.0,F,2006,Aya
39.0,F,2012,Faustine
27.0,M,2016,Yann
95.0,F,2014,Apolline
51.0,F,2007,Esther
123.0,F,2019,Juliette
10.0,M,2004,Arsène
16.0,M,2019,Mathys
25.0,M,2017,Elijah
5.0,M,2010,Michaël
12.0,M,2021,Alan
18.0,F,2004,Maeva
7.0,M,2006,Bakary
5.0,M,2012,Fodé
7.0,M,2016,Yohan
6.0,M,2014,Arié
8.0,M,2007,Farès
104.0,M,2019,Côme
7.0,M,2004,Aubin
15.0,F,2019,Anaëlle
173.0,F,2017,Emma
157.0,M,2010,Mohamed
12.0,M,2021,Lassana
15.0,F,2004,Marilou
11.0,M,2006,Ben
52.0,M,2012,Gabin
116.0,M,2017,Aaron
9.0,F,2014,Assya
7.0,F,2007,Gloria
70.0,M,2019,Ethan
5.0,F,2004,Bénédicte
15.0,F,2019,Leyna
5.0,M,2017,Étienne
5.0,F,2010,Monica
11.0,F,2021,Eléa
11.0,F,2004,Marwa
9.0,F,2006,Carine
5.0,M,2012,Hatem
6.0,F,2017,Aglaé
100.0,M,2014,Axel
32.0,M,2007,Hector
58.0,F,2019,Aya
185.0,F,2004,Chloé
13.0,F,2019,Émilie
379.0,M,2017,Gabriel
6.0,F,2010,Nawel
10.0,F,2021,Liora
18.0,M,2004,Mathys
6.0,M,2006,Célian
6.0,F,2012,Hayden
5.0,F,2017,Aissata
8.0,M,2014,Aymeric
5.0,M,2007,Horace
50.0,F,2019,Brune
39.0,F,2004,Daphné
12.0,M,2019,André
9.0,F,2017,Gaëlle
12.0,M,2010,Niels
10.0,F,2021,Nelia
10.0,M,2004,Matias
43.0,F,2006,Claire
7.0,F,2012,Ilona
17.0,M,2017,Amadou
25.0,M,2014,Balthazar
26.0,M,2007,Ilan
49.0,F,2019,Liv
9.0,F,2004,Djeneba
12.0,F,2019,Coline
5.0,M,2017,Hillel
17.0,F,2010,Paola
9.0,F,2021,Lucile
15.0,F,2004,Melissa
21.0,M,2006,Cyprien
42.0,M,2012,Ilyes
22.0,F,2017,Andréa
23.0,F,2014,Bianca
6.0,F,2007,Ilana
44.0,M,2019,Henri
42.0,M,2004,Edouard
12.0,F,2019,Safa
32.0,M,2017,Idriss
7.0,M,2010,Preston
9.0,M,2021,Loan
49.0,F,2004,Myriam
18.0,M,2006,Cyril
26.0,M,2012,Imran
5.0,M,2017,Aron
9.0,F,2014,Candice
5.0,F,2007,Iliana
44.0,F,2019,Noa
62.0,F,2004,Eléonore
11.0,M,2019,Aly
10.0,F,2017,Ilyana
39.0,M,2010,Rafael
8.0,F,2021,Miya
5.0,F,2004,Naïs
32.0,M,2006,Diego
5.0,F,2012,Isadora
29.0,M,2017,Aurélien
5.0,F,2014,Caroline
5.0,F,2007,Irina
39.0,F,2019,Sara
101.0,F,2004,Emilie
10.0,M,2019,Isaiah
5.0,M,2017,Jessim
6.0,F,2010,Rokia
8.0,F,2021,Ramata
6.0,F,2004,Natalia
11.0,F,2006,Dounia
14.0,F,2012,Khadija
6.0,F,2017,Ayla
217.0,F,2014,Chloé
5.0,F,2007,Isra
32.0,F,2019,Pauline
18.0,F,2004,Enora
10.0,M,2019,Jack
5.0,F,2017,Katia
21.0,M,2010,Roméo
8.0,M,2021,Imrân
29.0,F,2004,Ninon
7.0,M,2006,Eli
9.0,F,2012,Laure
19.0,F,2017,Cassandre
7.0,F,2014,Cindy
61.0,M,2007,Jean
31.0,F,2019,Hortense
21.0,M,2004,Eric
10.0,F,2019,Isis
29.0,F,2017,Lana
46.0,F,2010,Romy
7.0,F,2021,Alisha
49.0,F,2004,Noa
9.0,M,2006,Elijah
10.0,F,2012,Lili
55.0,F,2017,Céleste
14.0,M,2014,Clovis
8.0,M,2007,Joris
29.0,M,2019,Milan
40.0,M,2004,Hadrien
10.0,F,2019,Naëlle
5.0,F,2017,Layla
5.0,M,2010,Ronan
7.0,F,2021,Antonia
113.0,M,2011,Yanis
24.0,F,2004,Nour
5.0,F,2006,Ellie
21.0,F,2012,Lilou
5.0,F,2017,Clarisse
23.0,M,2014,Constantin
5.0,M,2007,Jude
27.0,M,2019,Aurèle
23.0,M,2004,Hamza
10.0,F,2019,Tara
141.0,F,2017,Léa
11.0,F,2010,Sabrina
7.0,F,2021,Cali
13.0,F,2011,Yara
5.0,M,2004,Peter
8.0,F,2006,Emmy
9.0,M,2012,Lohan
12.0,F,2017,Cléophée
11.0,F,2014,Dana
63.0,F,2007,Julia
24.0,M,2019,Mehdi
6.0,F,2004,Satine
9.0,M,2019,Armel
12.0,M,2017,Leandro
7.0,M,2010,Samba
7.0,F,2021,Haya
5.0,M,2011,Yoel
283.0,M,2004,Raphaël
7.0,F,2006,Emy
20.0,F,2012,Louisa
5.0,F,2017,Clotilde
47.0,M,2014,Daniel
64.0,F,2007,Justine
24.0,F,2019,Mahaut
5.0,M,2004,Sebastien
5.0,F,2006,Annaëlle
5.0,F,2017,Leila
8.0,M,2010,Selyan
7.0,F,2021,Loïs
11.0,M,2011,Youcef
25.0,M,2004,Roméo
5.0,M,2006,Éric
307.0,F,2012,Louise
66.0,F,2017,Constance
13.0,F,2014,Domitille
14.0,M,2007,Kamil
23.0,F,2019,Mya
5.0,F,2004,Suzon
31.0,M,2006,Arsène
11.0,M,2017,Lévi
7.0,F,2010,Siloé
7.0,F,2021,Maëlya
28.0,M,2011,Younes
5.0,F,2011,Viktoria
18.0,M,2006,Guilhem
17.0,F,2012,Louison
7.0,F,2017,Dalya
24.0,M,2014,Edouard
25.0,M,2007,Kévin
21.0,M,2019,Ilan
18.0,M,2004,Thibaut
16.0,F,2006,Aude
5.0,F,2017,Liana
32.0,F,2010,Sophia
7.0,M,2021,Hélie
11.0,M,2011,Zadig
6.0,M,2011,Wissem
5.0,M,2006,Hassan
5.0,M,2012,Luke
39.0,M,2017,Edgar
15.0,M,2014,Elio
90.0,F,2007,Laura
17.0,F,2019,Janna
12.0,M,2004,Timothé
39.0,M,2006,Basile
145.0,F,2017,Lina
6.0,M,2010,Stefan
7.0,M,2021,Matthias
9.0,M,2012,Abderrahmane
6.0,F,2011,Yousra
5.0,F,2006,Hélèna
9.0,M,2012,Mael
65.0,M,2017,Elias
7.0,F,2014,Elissa
60.0,F,2007,Léna
15.0,M,2019,Jonathan
5.0,M,2004,Tomas
10.0,M,2006,Boris
27.0,M,2017,Loup
14.0,M,2010,Tao
6.0,F,2021,Fatma
24.0,M,2012,Adel
15.0,M,2011,Youssouf
12.0,F,2006,Hermine
5.0,F,2012,Maëlyne
5.0,M,2017,Éthan
16.0,M,2014,Florian
10.0,M,2007,Leo
13.0,M,2019,Matéo
70.0,F,2004,Victoire
5.0,F,2006,Dahlia
7.0,M,2017,Luc
84.0,M,2010,Théo
6.0,F,2021,Lydia
5.0,M,2012,Aden
20.0,M,2011,Zacharie
6.0,F,2006,Houda
9.0,M,2012,Marley
6.0,M,2017,Ewan
12.0,M,2014,Gaston
31.0,F,2007,Lilou
12.0,M,2019,Issam
79.0,F,2004,Yasmine
5.0,M,2006,Dov
38.0,F,2017,Luna
8.0,M,2010,Tidiane
6.0,F,2021,Malya
47.0,M,2012,Ahmed
6.0,F,2012,Agnès
8.0,F,2006,Imene
20.0,M,2012,Matteo
9.0,F,2017,Fatim
12.0,F,2014,Ilyana
18.0,F,2007,Louisa
12.0,F,2019,Line
19.0,M,2004,Yohan
8.0,M,2006,Élias
5.0,F,2017,Maëly
70.0,F,2010,Victoria
6.0,F,2021,Solange
6.0,M,2012,Alessandro
7.0,M,2012,Akram
6.0,F,2006,Imène
162.0,M,2012,Mohamed
59.0,F,2017,Fatoumata
5.0,F,2014,Imene
265.0,F,2007,Louise
12.0,F,2019,Solène
28.0,M,2005,Achille
44.0,F,2006,Eloïse
5.0,F,2017,Maéva
59.0,F,2010,Violette
6.0,M,2021,Babacar
24.0,F,2012,Aliénor
13.0,M,2012,Alan
8.0,F,2006,Isabelle
8.0,M,2012,Morgan
31.0,F,2017,Faustine
6.0,F,2014,Jihane
11.0,F,2007,Lucy
11.0,M,2019,Eli
29.0,M,2005,Ahmed
37.0,M,2006,Erwan
5.0,M,2017,Marley
61.0,M,2010,William
6.0,M,2021,Karl
5.0,M,2012,Alpha
29.0,M,2012,Alex
16.0,M,2006,James
8.0,M,2012,Nolhan
5.0,M,2017,Felix
40.0,M,2014,Joachim
11.0,F,2007,Maïwenn
11.0,M,2019,Erwan
8.0,F,2005,Aimée
8.0,M,2006,Gaspar
8.0,M,2017,Mouhamadou
5.0,M,2010,Yaniv
6.0,M,2021,Matis
6.0,F,2012,Assil
12.0,F,2012,Aline
7.0,M,2006,Jawad
33.0,M,2012,Octave
14.0,F,2017,Flore
7.0,F,2014,Joana
17.0,M,2007,Marwan
11.0,F,2019,Maxime
8.0,M,2005,Albert
6.0,M,2006,Hubert
6.0,F,2017,Nafissatou
6.0,M,2010,Yassin
6.0,M,2021,Yaël
14.0,F,2012,Audrey
25.0,F,2012,Anaëlle
6.0,M,2006,Jessy
77.0,F,2012,Olivia
10.0,M,2017,Gary
7.0,M,2014,Kenzy
19.0,F,2007,Maud
10.0,M,2019,Abdallah
329.0,M,2005,Alexandre
5.0,M,2006,Ilies
17.0,F,2017,Naomie
51.0,M,2010,Youssef
5.0,F,2021,Alessia
5.0,F,2012,Ayem
6.0,M,2012,Angelo
5.0,M,2006,Joan
6.0,F,2012,Olympia
11.0,F,2017,Halima
16.0,M,2014,Kevin
26.0,M,2007,Maximilien
10.0,M,2019,Célestin
60.0,F,2005,Alicia
5.0,F,2006,Isra
11.0,F,2017,Nayla
10.0,M,2010,Youssouf
5.0,F,2021,Avital
16.0,M,2012,Ayman
8.0,M,2012,Avi
6.0,F,2006,Joëlle
11.0,F,2012,Ombeline
5.0,F,2017,Haya
11.0,F,2014,Khadidja
6.0,M,2007,Mayeul
10.0,F,2019,Flore
9.0,F,2005,Aliya
6.0,M,2006,Jérôme
7.0,M,2017,Niels
11.0,M,2011,Abdoul
5.0,F,2021,Cécile
5.0,M,2012,Basil
13.0,M,2012,Aymeric
24.0,M,2006,Joshua
7.0,M,2012,Riyad
56.0,M,2017,Hector
6.0,M,2014,Killian
49.0,M,2007,Mehdi
10.0,F,2019,Tasnim
8.0,F,2005,Alycia
25.0,M,2006,Jonathan
5.0,M,2017,Nohan
10.0,F,2011,Adriana
5.0,F,2021,Joey
17.0,F,2012,Cassandre
42.0,F,2012,Blanche
6.0,F,2006,Kaïna
9.0,M,2012,Ryad
6.0,F,2017,Héléna
12.0,M,2014,Lamine
6.0,F,2007,Naëlle
9.0,M,2019,Andreas
6.0,F,2005,Alysson
5.0,M,2006,Josh
64.0,F,2017,Nour
80.0,F,2011,Agathe
5.0,F,2021,Lune
6.0,F,2012,Cécilia
8.0,M,2012,Calvin
7.0,F,2006,Karolina
27.0,M,2012,Ryan
9.0,F,2017,Hind
7.0,F,2014,Leia
107.0,F,2007,Nina
9.0,M,2019,Lassana
5.0,F,2005,Amalia
9.0,F,2006,Kiara
30.0,M,2017,Ruben
9.0,M,2011,Alessandro
5.0,F,2021,Nell
92.0,F,2012,Clémence
6.0,F,2012,Camilia
17.0,M,2006,Lassana
15.0,M,2012,Salim
116.0,M,2017,Hugo
51.0,M,2014,Léonard
31.0,M,2007,Noa
9.0,F,2019,Léopoldine
6.0,F,2005,Amicie
8.0,F,2006,Kim
8.0,M,2017,Salman
9.0,F,2011,Alisha
5.0,M,2021,Jed
14.0,F,2012,Colombe
32.0,F,2012,Chiara
8.0,M,2006,Laszlo
5.0,F,2012,Sanaa
6.0,M,2017,Imad
108.0,M,2014,Liam
7.0,F,2007,Norah
8.0,M,2019,Édouard
124.0,F,2005,Anaïs
16.0,F,2006,Laetitia
27.0,M,2017,Sami
8.0,F,2011,Alyssia
36.0,M,2011,Vincent
6.0,M,2012,Daouda
85.0,F,2012,Clara
24.0,M,2006,Léon
6.0,M,2012,Stanley
119.0,M,2017,Isaac
13.0,F,2014,Linda
24.0,M,2007,Omar
8.0,M,2019,Emil
15.0,F,2005,Angélique
8.0,F,2006,Laurène
43.0,M,2017,Samy
27.0,F,2011,Amina
5.0,F,2011,Yuna
19.0,F,2012,Eléa
11.0,F,2012,Clélia
5.0,M,2006,Leonardo
5.0,M,2012,Stéphane
8.0,F,2017,Israa
5.0,F,2014,Loïs
107.0,M,2007,Oscar
8.0,M,2019,Hassan
28.0,F,2005,Ava
24.0,M,2006,Lorenzo
5.0,M,2017,Shay
8.0,F,2011,Ania
11.0,F,2011,Zahra
16.0,M,2012,Eloi
27.0,F,2012,Clémentine
49.0,F,2006,Lila
8.0,M,2012,Swann
15.0,F,2017,Izia
5.0,F,2014,Lyla
5.0,M,2007,Pacôme
8.0,M,2019,Mady
24.0,F,2005,Bintou
13.0,F,2006,Lou-Ann
7.0,M,2017,Stefan
21.0,F,2011,Aurore
5.0,M,2012,Achraf
57.0,F,2012,Emilie
11.0,M,2012,Clovis
8.0,F,2006,Linda
6.0,F,2012,Tatiana
12.0,F,2017,Janna
10.0,M,2014,Marlon
19.0,M,2007,Rafael
5.0,M,2004,Alexi
10.0,F,2005,Brune
6.0,M,2006,Malcolm
31.0,M,2017,Tristan
5.0,M,2011,Aydan
48.0,F,2012,Alicia
6.0,M,2012,Felix
7.0,M,2012,Eliel
22.0,M,2006,Loïc
72.0,M,2012,Timothée
6.0,F,2017,Johanna
5.0,F,2014,Marta
25.0,M,2007,Roméo
7.0,M,2004,Aurèle
13.0,F,2005,Cécilia
5.0,M,2006,Menahem
7.0,M,2017,Ziyad
6.0,F,2011,Blessing
5.0,F,2012,Alissa
44.0,F,2012,Garance
7.0,M,2012,Éloi
7.0,F,2006,Manelle
5.0,F,2012,Tracy
21.0,F,2017,Julie
8.0,M,2014,Matéo
6.0,M,2007,Roy
7.0,M,2004,Avi
12.0,F,2005,Colombe
5.0,F,2006,Nadine
7.0,M,2018,Adil
6.0,M,2011,Carl
7.0,M,2012,Alix
12.0,M,2012,Gauthier
9.0,F,2012,Ema
5.0,F,2006,Marie-Ange
96.0,F,2012,Victoria
10.0,F,2017,Kayla
33.0,M,2014,Mathias
7.0,M,2007,Ryad
5.0,M,2004,Aymar
7.0,F,2005,Diana
5.0,F,2006,Neyla
101.0,F,2018,Agathe
