userid,Average Screen Time,Average Spent on App (INR),Left Review,Ratings,New Password Request,Last Visited Minutes,Status
1577,19.00,467.00,1,5,7,1176,Installed
1578,30.00,831.00,1,10,7,2502,Installed
1579,33.00,164.00,1,5,5,4877,Installed
1580,45.00,936.00,0,8,4,2568,Installed
1581,8.00,29.00,1,1,8,379,Installed
1582,21.00,379.00,1,9,4,568,Installed
1583,42.00,786.00,1,9,4,1851,Installed
1584,35.00,194.00,0,7,4,427,Installed
1585,2.00,96.00,0,0,5,44883,Uninstalled
1586,50.00,170.00,0,9,7,1981,Installed
1587,20.00,128.00,1,9,8,4937,Installed
1588,47.00,744.00,0,7,6,3496,Installed
1589,24.00,850.00,1,10,3,4863,Installed
1590,26.00,607.00,0,5,8,1536,Installed
1591,8.00,45.00,1,5,4,4716,Installed
1592,30.00,644.00,0,9,4,4272,Installed
1593,46.00,107.00,0,10,3,3609,Installed
1594,44.00,887.00,1,6,8,4488,Installed
1595,6.00,93.00,1,4,2,2423,Installed
1596,28.00,503.00,0,9,7,4789,Installed
1597,6.00,9.00,1,1,8,4266,Installed
1598,37.00,571.00,0,10,2,2646,Installed
1599,1.00,84.00,0,2,15,15915,Uninstalled
1600,27.00,424.00,0,5,4,4706,Installed
1601,46.00,404.00,1,8,7,4065,Installed
1602,35.00,329.00,0,9,5,2725,Installed
1603,21.00,751.00,1,7,7,3769,Installed
1604,19.00,269.00,1,9,6,3854,Installed
1605,25.00,894.00,0,7,7,3600,Installed
1606,42.00,520.00,0,5,1,3678,Installed
1607,36.00,865.00,0,7,4,3723,Installed
1608,43.00,518.00,0,8,8,273,Installed
1609,31.00,161.00,1,8,6,4524,Installed
1610,37.00,328.00,0,5,5,1533,Installed
1611,19.00,410.00,0,7,7,1014,Installed
1612,23.00,735.00,0,8,1,774,Installed
1613,18.00,539.00,0,6,4,4007,Installed
1614,5.00,46.00,0,1,8,12920,Installed
1615,8.00,96.00,0,3,8,3644,Installed
1616,33.00,419.00,1,9,7,1267,Installed
1617,34.00,578.00,1,7,4,454,Installed
1618,1.00,56.00,0,4,7,12163,Installed
1619,7.00,48.00,0,5,2,4426,Installed
1620,40.00,151.00,1,10,4,2457,Installed
1621,34.00,894.00,0,5,8,3328,Installed
1622,35.00,394.00,0,7,6,1994,Installed
1623,37.00,877.00,0,7,2,4821,Installed
1624,39.00,249.00,1,8,1,4568,Installed
1625,14.00,459.00,1,7,6,355,Installed
1626,41.00,837.00,0,6,3,4069,Installed
1627,39.00,726.00,1,6,3,2036,Installed
1628,24.00,597.00,0,8,1,4626,Installed
1629,45.00,395.00,0,5,3,3713,Installed
1630,22.00,459.00,1,6,6,1203,Installed
1631,9.00,6.00,1,2,7,1871,Installed
1632,41.00,904.00,0,7,4,3805,Installed
1633,19.00,841.00,0,6,2,646,Installed
1634,17.00,167.00,0,5,8,1403,Installed
1635,47.00,228.00,0,6,8,1409,Installed
1636,5.00,49.00,0,2,5,20344,Uninstalled
1637,22.00,847.00,1,7,5,1839,Installed
1638,8.00,68.00,1,3,3,1005,Installed
1639,16.00,78.00,0,5,5,1494,Installed
1640,48.00,125.00,0,6,8,4241,Installed
1641,40.00,275.00,0,10,2,1006,Installed
1642,21.00,768.00,1,9,7,4688,Installed
1643,45.00,499.00,0,6,3,2859,Installed
1644,47.00,64.00,0,8,4,2128,Installed
1645,33.00,970.00,1,5,4,910,Installed
1646,45.00,516.00,0,9,4,654,Installed
1647,32.00,800.00,1,5,8,681,Installed
1648,19.00,756.00,0,7,7,3415,Installed
1649,15.00,688.00,1,10,6,3923,Installed
1650,47.00,280.00,0,10,8,2633,Installed
1651,43.00,580.00,0,10,3,4222,Installed
1652,0.00,42.00,1,3,15,24600,Uninstalled
1653,29.00,610.00,0,8,8,3199,Installed
1654,17.00,484.00,1,6,7,4926,Installed
1655,19.00,369.00,0,7,7,3759,Installed
1656,21.00,79.00,0,8,5,547,Installed
1657,27.00,284.00,0,9,4,1024,Installed
1658,12.00,555.00,0,6,1,337,Installed
1659,22.00,714.00,0,8,3,4041,Installed
1660,31.00,517.00,1,10,4,2755,Installed
1661,8.00,73.00,0,4,4,706,Installed
1662,35.00,170.00,0,6,8,3317,Installed
1663,0.00,88.00,0,1,9,24796,Uninstalled
1664,50.00,719.00,0,8,3,2944,Installed
1665,6.00,52.00,0,0,2,2764,Installed
1666,10.00,13.00,1,2,2,2900,Installed
1667,49.00,155.00,1,8,6,4825,Installed
1668,8.00,77.00,1,2,6,2842,Installed
1669,1.00,75.00,1,5,11,18485,Uninstalled
1670,31.00,311.00,1,6,8,4496,Installed
1671,27.00,85.00,1,8,6,3376,Installed
1672,28.00,155.00,0,6,1,3595,Installed
1673,18.00,423.00,0,10,3,1214,Installed
1674,8.00,7.00,1,2,4,4477,Installed
1675,46.00,819.00,0,7,1,4859,Installed
1676,30.00,533.00,1,10,2,2743,Installed
1677,33.00,523.00,1,5,1,4171,Installed
1678,45.00,797.00,1,6,6,298,Installed
1679,31.00,508.00,1,6,8,3984,Installed
1680,48.00,729.00,0,7,8,1407,Installed
1681,36.00,600.00,0,7,6,1763,Installed
1682,6.00,75.00,1,2,8,1703,Installed
1683,22.00,180.00,1,8,8,1830,Installed
1684,16.00,618.00,1,9,8,2721,Installed
1685,32.00,647.00,0,5,2,4928,Installed
1686,6.00,37.00,1,3,8,3606,Installed
1687,6.00,55.00,0,0,1,1193,Installed
1688,45.00,528.00,1,10,7,2287,Installed
1689,18.00,779.00,0,8,8,1454,Installed
1690,16.00,167.00,1,6,3,3608,Installed
1691,11.00,772.00,0,10,5,3947,Installed
1692,33.00,863.00,1,10,2,834,Installed
1693,25.00,306.00,1,9,4,2138,Installed
1694,32.00,627.00,1,6,4,3222,Installed
1695,37.00,854.00,1,6,7,2200,Installed
1696,30.00,849.00,1,10,6,2871,Installed
1697,8.00,4.00,1,0,2,4160,Installed
1698,10.00,87.00,0,4,8,1733,Installed
1699,38.00,208.00,1,7,8,2200,Installed
1700,30.00,424.00,0,6,5,4465,Installed
1701,10.00,84.00,0,1,5,2636,Installed
1702,2.00,13.00,1,1,9,15953,Uninstalled
1703,31.00,993.00,0,8,2,3004,Installed
1704,14.00,609.00,1,6,1,3154,Installed
1705,16.00,295.00,1,9,2,741,Installed
1706,11.00,282.00,0,7,5,4572,Installed
1707,43.00,958.00,0,8,7,2661,Installed
1708,22.00,53.00,1,7,2,1888,Installed
1709,7.00,69.00,0,0,2,831,Installed
1710,31.00,874.00,0,9,2,587,Installed
1711,18.00,845.00,0,9,1,4762,Installed
1712,14.00,567.00,0,7,8,4210,Installed
1713,37.00,300.00,1,9,6,1984,Installed
1714,34.00,116.00,1,8,4,1657,Installed
1715,3.00,45.00,1,2,8,28208,Uninstalled
1716,22.00,753.00,0,8,2,4309,Installed
1717,24.00,825.00,0,8,8,1711,Installed
1718,6.00,64.00,0,1,6,1356,Installed
1719,43.00,903.00,1,5,8,722,Installed
1720,47.00,560.00,0,10,6,1232,Installed
1721,4.00,36.00,0,2,10,19874,Uninstalled
1722,11.00,873.00,1,6,8,2210,Installed
1723,12.00,438.00,1,6,5,3959,Installed
1724,26.00,201.00,0,5,3,1164,Installed
1725,8.00,86.00,0,1,1,4899,Installed
1726,45.00,673.00,0,7,1,3102,Installed
1727,14.00,892.00,0,9,4,2001,Installed
1728,31.00,739.00,1,8,5,2524,Installed
1729,40.00,357.00,1,10,7,1034,Installed
1730,19.00,105.00,0,9,4,1667,Installed
1731,28.00,922.00,1,9,1,2672,Installed
1732,44.00,893.00,1,5,5,3935,Installed
1733,28.00,106.00,0,9,5,2153,Installed
1734,4.00,59.00,1,0,4,8685,Installed
1735,50.00,510.00,0,7,1,3677,Installed
1736,36.00,936.00,1,7,6,626,Installed
1737,26.00,734.00,0,5,2,404,Installed
1738,39.00,969.00,0,9,3,4208,Installed
1739,24.00,677.00,1,8,8,4399,Installed
1740,42.00,504.00,0,5,4,4469,Installed
1741,3.00,1.00,1,1,10,34395,Uninstalled
1742,41.00,305.00,0,8,1,2786,Installed
1743,34.00,804.00,1,10,8,261,Installed
1744,4.00,6.00,1,5,6,5481,Installed
1745,40.00,642.00,1,10,2,1456,Installed
1746,39.00,787.00,0,8,1,201,Installed
1747,40.00,231.00,1,7,7,3836,Installed
1748,20.00,747.00,0,8,3,1442,Installed
1749,49.00,357.00,0,10,1,2559,Installed
1750,10.00,26.00,0,0,7,2401,Installed
1751,1.00,10.00,1,0,6,23745,Uninstalled
1752,21.00,946.00,0,5,1,730,Installed
1753,14.00,797.00,1,6,6,4591,Installed
1754,15.00,841.00,0,5,3,289,Installed
1755,17.00,950.00,1,10,6,861,Installed
1756,14.00,945.00,1,9,6,4975,Installed
1757,6.00,45.00,0,2,4,4845,Installed
1758,28.00,834.00,1,9,5,1840,Installed
1759,0.00,92.00,1,5,10,32265,Uninstalled
1760,42.00,171.00,0,7,6,3460,Installed
1761,12.00,857.00,0,10,1,3559,Installed
1762,29.00,932.00,1,7,6,3427,Installed
1763,19.00,87.00,0,7,4,521,Installed
1764,13.00,733.00,0,8,8,2610,Installed
1765,25.00,462.00,0,10,4,2405,Installed
1766,36.00,955.00,0,9,8,3979,Installed
1767,6.00,32.00,0,5,6,1896,Installed
1768,10.00,51.00,1,0,3,3330,Installed
1769,20.00,298.00,0,8,8,3658,Installed
1770,47.00,449.00,1,7,5,2993,Installed
1771,34.00,172.00,1,6,8,4785,Installed
1772,30.00,424.00,0,8,7,706,Installed
1773,41.00,326.00,1,9,8,2168,Installed
1774,25.00,631.00,1,10,6,3288,Installed
1775,33.00,276.00,0,6,1,1602,Installed
1776,9.00,79.00,1,3,4,2801,Installed
1777,31.00,915.00,1,6,1,2832,Installed
1778,30.00,367.00,1,7,6,1900,Installed
1779,21.00,892.00,0,7,7,4942,Installed
1780,11.00,173.00,0,6,7,2013,Installed
1781,23.00,201.00,1,8,5,3759,Installed
1782,27.00,355.00,0,10,8,3917,Installed
1783,30.00,123.00,0,8,5,1416,Installed
1784,6.00,9.00,1,0,3,4559,Installed
1785,28.00,678.00,1,10,3,660,Installed
1786,23.00,831.00,1,8,1,4013,Installed
1787,1.00,87.00,0,5,5,38966,Uninstalled
1788,17.00,269.00,1,6,4,2298,Installed
1789,26.00,627.00,0,9,5,2167,Installed
1790,19.00,657.00,0,8,8,4180,Installed
1791,32.00,816.00,0,10,7,1558,Installed
1792,4.00,39.00,1,0,8,10049,Installed
1793,25.00,337.00,0,7,6,594,Installed
1794,15.00,632.00,0,6,3,3194,Installed
1795,8.00,79.00,0,0,2,2968,Installed
1796,34.00,342.00,1,6,6,3611,Installed
1797,37.00,659.00,1,5,6,396,Installed
1798,42.00,324.00,0,6,4,2994,Installed
1799,28.00,558.00,0,10,8,907,Installed
1800,39.00,452.00,1,7,7,2933,Installed
1801,3.00,60.00,1,0,6,7244,Installed
1802,23.00,352.00,0,6,4,2106,Installed
1803,31.00,572.00,1,6,6,3604,Installed
1804,13.00,300.00,1,8,7,4617,Installed
1805,34.00,331.00,1,7,6,4069,Installed
1806,11.00,938.00,0,6,5,3372,Installed
1807,0.00,6.00,1,4,7,44107,Uninstalled
1808,8.00,26.00,0,2,1,4315,Installed
1809,16.00,459.00,1,7,4,3859,Installed
1810,18.00,751.00,1,5,1,2883,Installed
1811,37.00,479.00,0,9,5,4868,Installed
1812,30.00,312.00,0,10,1,1613,Installed
1813,19.00,901.00,1,5,5,4749,Installed
1814,30.00,867.00,1,7,2,3693,Installed
1815,14.00,68.00,0,10,4,1958,Installed
1816,46.00,832.00,1,10,6,1854,Installed
1817,36.00,295.00,1,10,3,4454,Installed
1818,34.00,560.00,0,7,3,4175,Installed
1819,35.00,518.00,1,10,7,1161,Installed
1820,37.00,266.00,0,9,2,1455,Installed
1821,11.00,350.00,0,8,3,3159,Installed
1822,4.00,4.00,1,2,6,22148,Uninstalled
1823,30.00,564.00,1,8,3,1150,Installed
1824,1.00,92.00,1,0,4,10114,Installed
1825,29.00,387.00,0,10,7,2408,Installed
1826,2.00,93.00,0,2,13,18525,Uninstalled
1827,46.00,724.00,0,8,2,1555,Installed
1828,24.00,307.00,0,8,7,800,Installed
1829,44.00,890.00,1,8,4,4661,Installed
1830,18.00,454.00,1,5,5,3537,Installed
1831,11.00,624.00,0,6,2,1441,Installed
1832,19.00,557.00,1,10,3,4176,Installed
1833,17.00,579.00,0,7,6,2450,Installed
1834,20.00,246.00,0,8,5,1908,Installed
1835,5.00,87.00,0,2,5,13310,Installed
1836,29.00,490.00,0,6,3,2494,Installed
1837,28.00,732.00,1,6,8,2152,Installed
1838,29.00,311.00,0,5,1,953,Installed
1839,13.00,486.00,1,6,1,3922,Installed
1840,50.00,663.00,1,9,7,2144,Installed
1841,32.00,516.00,1,7,3,2302,Installed
1842,33.00,398.00,1,8,1,743,Installed
1843,46.00,93.00,1,7,6,1569,Installed
1844,6.00,69.00,0,2,4,1922,Installed
1845,1.00,65.00,1,1,3,10957,Installed
1846,2.00,5.00,1,5,12,41664,Uninstalled
1847,45.00,824.00,1,5,8,4033,Installed
1848,50.00,616.00,0,9,4,1243,Installed
1849,2.00,50.00,1,4,7,3007,Installed
1850,3.00,0.00,1,2,10,31644,Uninstalled
1851,9.00,90.00,1,5,1,3679,Installed
1852,45.00,286.00,1,10,1,2132,Installed
1853,36.00,55.00,0,6,7,3981,Installed
1854,4.00,12.00,0,2,6,15662,Uninstalled
1855,25.00,684.00,0,6,2,1833,Installed
1856,1.00,84.00,1,2,11,34445,Uninstalled
1857,44.00,758.00,1,6,3,2991,Installed
1858,32.00,365.00,1,10,8,1415,Installed
1859,17.00,615.00,1,6,5,2353,Installed
1860,36.00,928.00,1,8,4,2563,Installed
1861,20.00,993.00,0,10,5,4930,Installed
1862,22.00,261.00,0,9,2,291,Installed
1863,3.00,97.00,0,3,9,32253,Uninstalled
1864,23.00,764.00,0,10,2,2003,Installed
1865,17.00,255.00,0,9,6,2048,Installed
1866,5.00,1.00,1,3,3,6523,Installed
1867,7.00,81.00,0,4,3,1195,Installed
1868,15.00,332.00,0,8,7,3386,Installed
1869,3.00,30.00,0,1,11,27561,Uninstalled
1870,0.00,49.00,1,3,15,26958,Uninstalled
1871,28.00,518.00,1,8,6,1498,Installed
1872,11.00,603.00,1,8,2,427,Installed
1873,24.00,613.00,0,6,7,2058,Installed
1874,47.00,136.00,0,8,3,851,Installed
1875,6.00,15.00,1,1,7,3872,Installed
1876,25.00,682.00,1,6,2,1477,Installed
1877,31.00,323.00,1,9,6,3172,Installed
1878,13.00,597.00,0,9,2,3362,Installed
1879,8.00,64.00,1,1,2,670,Installed
1880,31.00,905.00,1,10,1,3773,Installed
1881,47.00,251.00,1,9,1,2365,Installed
1882,43.00,294.00,0,5,1,4955,Installed
1883,22.00,73.00,1,7,4,4715,Installed
1884,19.00,917.00,0,10,5,3258,Installed
1885,12.00,856.00,1,5,4,4428,Installed
1886,20.00,93.00,1,7,2,313,Installed
1887,47.00,964.00,1,7,3,1374,Installed
1888,19.00,111.00,0,10,4,2173,Installed
1889,37.00,619.00,1,5,4,1173,Installed
1890,46.00,241.00,1,10,7,1681,Installed
1891,31.00,717.00,0,9,2,4539,Installed
1892,34.00,84.00,0,7,5,3988,Installed
1893,46.00,783.00,0,6,3,600,Installed
1894,40.00,136.00,1,8,3,2136,Installed
1895,41.00,763.00,0,9,6,3100,Installed
1896,29.00,586.00,1,5,2,3094,Installed
1897,8.00,28.00,1,4,8,2186,Installed
1898,27.00,856.00,0,6,2,4537,Installed
1899,42.00,185.00,0,6,2,1726,Installed
1900,9.00,30.00,0,5,3,4373,Installed
1901,32.00,319.00,0,7,5,1769,Installed
1902,43.00,391.00,1,10,8,4000,Installed
1903,19.00,898.00,1,8,8,2999,Installed
1904,11.00,303.00,0,9,3,1107,Installed
1905,35.00,885.00,1,10,4,1271,Installed
1906,23.00,656.00,1,6,1,4650,Installed
1907,27.00,925.00,0,7,5,1058,Installed
1908,9.00,19.00,0,4,7,2061,Installed
1909,33.00,959.00,1,5,6,2017,Installed
1910,44.00,302.00,1,6,4,1176,Installed
1911,30.00,827.00,0,8,5,490,Installed
1912,48.00,920.00,1,6,3,1037,Installed
1913,31.00,662.00,0,9,6,3702,Installed
1914,39.00,273.00,0,5,8,936,Installed
1915,23.00,161.00,1,6,7,2356,Installed
1916,9.00,58.00,1,2,6,2486,Installed
1917,5.00,29.00,1,3,5,36725,Uninstalled
1918,37.00,291.00,0,10,2,2820,Installed
1919,18.00,402.00,1,8,3,3957,Installed
1920,34.00,457.00,1,8,3,289,Installed
1921,23.00,51.00,1,7,8,3745,Installed
1922,37.00,309.00,1,9,7,4189,Installed
1923,19.00,253.00,1,9,2,4198,Installed
1924,25.00,838.00,0,8,8,3445,Installed
1925,19.00,625.00,1,7,2,1601,Installed
1926,31.00,769.00,0,6,6,801,Installed
1927,2.00,78.00,1,4,9,33692,Uninstalled
1928,21.00,828.00,1,8,3,592,Installed
1929,41.00,747.00,0,7,7,3571,Installed
1930,35.00,85.00,0,10,3,4019,Installed
1931,22.00,277.00,0,9,6,1592,Installed
1932,14.00,847.00,0,10,3,252,Installed
1933,7.00,2.00,1,3,3,4541,Installed
1934,31.00,877.00,0,8,2,3086,Installed
1935,42.00,156.00,1,7,4,3754,Installed
1936,37.00,814.00,1,6,7,561,Installed
1937,2.00,84.00,0,3,3,7690,Installed
1938,10.00,19.00,1,0,1,3966,Installed
1939,21.00,755.00,0,9,3,864,Installed
1940,12.00,98.00,0,7,7,1877,Installed
1941,20.00,765.00,0,9,2,404,Installed
1942,27.00,996.00,1,10,4,2403,Installed
1943,36.00,975.00,0,9,2,3452,Installed
1944,4.00,42.00,0,4,5,32762,Uninstalled
1945,20.00,258.00,0,8,6,431,Installed
1946,39.00,983.00,1,8,3,893,Installed
1947,30.00,381.00,1,8,7,4228,Installed
1948,2.00,3.00,1,3,14,16067,Uninstalled
1949,19.00,868.00,1,6,2,2164,Installed
1950,0.00,95.00,0,1,10,16324,Uninstalled
1951,28.00,226.00,1,9,6,1020,Installed
1952,25.00,239.00,1,7,8,2530,Installed
1953,22.00,828.00,1,8,7,969,Installed
1954,6.00,40.00,0,4,3,1993,Installed
1955,7.00,95.00,1,0,6,4113,Installed
1956,4.00,22.00,0,5,8,10845,Installed
1957,2.00,31.00,0,5,7,15904,Uninstalled
1958,19.00,313.00,0,6,1,3124,Installed
1959,29.00,798.00,1,8,1,3072,Installed
1960,6.00,76.00,1,1,3,2835,Installed
1961,22.00,706.00,0,9,4,4851,Installed
1962,18.00,466.00,0,8,1,1109,Installed
1963,39.00,816.00,0,6,2,4522,Installed
1964,18.00,867.00,0,9,3,4016,Installed
1965,27.00,966.00,1,5,5,4710,Installed
1966,24.00,850.00,0,7,6,2821,Installed
1967,46.00,656.00,1,10,7,3624,Installed
1968,33.00,811.00,1,10,1,1827,Installed
1969,29.00,257.00,1,9,8,4606,Installed
1970,17.00,322.00,0,8,8,512,Installed
1971,28.00,146.00,1,10,5,1466,Installed
1972,15.00,218.00,0,6,2,4329,Installed
1973,36.00,744.00,0,5,5,713,Installed
1974,8.00,83.00,1,5,8,1505,Installed
1975,23.00,389.00,1,10,8,1786,Installed
1976,24.00,937.00,1,6,4,1676,Installed
1977,48.00,568.00,0,6,8,1280,Installed
1978,40.00,101.00,0,9,8,2224,Installed
1979,1.00,73.00,0,3,13,45734,Uninstalled
1980,2.00,43.00,1,5,7,39494,Uninstalled
1981,35.00,223.00,1,10,7,4328,Installed
1982,46.00,775.00,0,8,6,3489,Installed
1983,48.00,501.00,1,6,6,1305,Installed
1984,16.00,795.00,1,6,6,4027,Installed
1985,24.00,777.00,1,5,3,905,Installed
1986,35.00,564.00,0,8,8,4641,Installed
1987,35.00,359.00,0,6,1,756,Installed
1988,24.00,380.00,0,9,7,3821,Installed
1989,10.00,23.00,1,3,3,770,Installed
1990,8.00,31.00,0,5,7,2104,Installed
1991,46.00,961.00,0,7,4,3808,Installed
1992,34.00,327.00,0,8,3,880,Installed
1993,41.00,584.00,1,8,1,3634,Installed
1994,10.00,98.00,0,1,6,2935,Installed
1995,38.00,938.00,0,5,4,1865,Installed
1996,43.00,61.00,0,6,8,1327,Installed
1997,47.00,761.00,0,6,1,1936,Installed
1998,6.00,73.00,1,5,1,3436,Installed
1999,9.00,54.00,0,4,2,4039,Installed
